lat,lon,neighs_5,neighs_10,neighs_30
40.77651637,-74.20368586,Noise - Vehicle,Noise - Residential,Noise - Residential
40.8591542,-73.99105977,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.74759313,-73.90699829,Noise - Vehicle,Noise - Residential,Noise - Commercial
40.53273477,-73.95150142,Noise - Residential,Noise - Residential,Noise - Commercial
40.82196718,-73.9663358,Noise - Residential,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.71040611,-73.88227432,Noise - Residential,Noise - Commercial,Noise - Vehicle
40.77238448,-74.00094935,Noise - Commercial,Noise - Commercial,Noise - Vehicle
40.88394555,-73.91194308,Noise - Residential,Noise - Vehicle,Noise - Vehicle
40.79717583,-74.11962438,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.82609907,-74.2432442,Noise - Vehicle,Noise - Residential,Noise - Residential
40.49967963,-74.20368586,Noise - Residential,Noise - Residential,Noise - Commercial
40.8591542,-74.06523166,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.88807745,-74.18885148,Noise - Helicopter,Noise - Helicopter,Noise - Commercial
40.82196718,-74.04050769,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.56165801,-74.14929314,Noise - Commercial,Noise - Commercial,Noise - Residential
40.64429584,-73.93666704,Noise - Residential,Noise - Residential,Noise - Residential
40.52447098,-74.12456917,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.57818557,-73.78832326,Noise - Residential,Noise - Residential,Noise - Residential
40.60710881,-73.91194308,Noise - Residential,Noise - Residential,Noise - Residential
40.54099855,-73.76359929,Noise - Residential,Noise - Residential,Noise - Residential
40.56992179,-73.88721912,Noise - Commercial,Noise - Residential,Noise - Residential
40.63190016,-73.83282639,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.61124071,-74.18885148,Noise - Residential,Noise - Residential,Noise - Residential
40.78478015,-74.21852024,Noise - Vehicle,Noise - Residential,Noise - Residential
40.65669151,-73.95150142,Noise - Residential,Noise - Street/Sidewalk,Noise - Commercial
40.67321908,-74.13445876,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.89634123,-74.00094935,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.63603206,-74.10973479,Noise - Helicopter,Noise - Commercial,Noise - Commercial
40.71866989,-73.8971087,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.59884503,-74.08501083,Noise - Residential,Noise - Residential,Noise - Residential
40.68148286,-73.87238474,Noise - Residential,Noise - Commercial,Noise - Commercial
40.74346124,-73.81799202,Noise - Residential,Noise - Residential,Noise - Residential
40.79717583,-74.23335462,Noise - Vehicle,Noise - Residential,Noise - Residential
40.68561476,-74.14929314,Noise - Residential,Noise - Commercial,Noise - Residential
40.76825259,-73.93666704,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.55339422,-73.98117018,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Residential
40.8591542,-74.17896189,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.74759313,-74.09490042,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.53273477,-74.13940355,Noise - Commercial,Noise - Commercial,Noise - Residential
40.83023096,-73.88227432,Noise - Commercial,Noise - Commercial,Noise - Vehicle
40.6153726,-73.92677746,Noise - Commercial,Noise - Commercial,Noise - Residential
40.71040611,-74.07017645,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.79304394,-73.85755036,Noise - Commercial,Noise - Vehicle,Noise - Vehicle
40.57818557,-73.90205349,Noise - Commercial,Noise - Commercial,Noise - Residential
40.75585691,-73.83282639,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.54099855,-73.87732953,Noise - Commercial,Noise - Commercial,Noise - Residential
40.9087369,-74.21852024,Noise - Helicopter,Noise - Helicopter,Noise - Commercial
40.58231746,-74.17896189,Noise - Residential,Noise - Residential,Noise - Residential
40.62776827,-73.94161184,Noise - Residential,Noise - Residential,Noise - Residential
40.64429584,-74.12456917,Noise - Residential,Noise - Residential,Noise - Commercial
40.67321908,-74.24818899,Noise - Residential,Noise - Residential,Noise - Residential
40.60710881,-74.09984521,Noise - Residential,Noise - Residential,Noise - Residential
40.90460501,-73.84271598,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.68974665,-73.88721912,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Residential
40.86741799,-73.81799202,Noise - Residential,Noise - Commercial,Noise - Commercial
40.65255962,-73.86249515,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.714538,-73.80810243,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.69387854,-74.16412752,Noise - Vehicle,Noise - Commercial,Noise - Residential
40.62776827,-74.01578373,Noise - Residential,Noise - Commercial,Noise - Commercial
40.65669151,-74.13940355,Noise - Commercial,Noise - Commercial,Noise - Residential
40.73932935,-73.92677746,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.71866989,-74.08501083,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.80130772,-73.87238474,Noise - Commercial,Noise - Commercial,Noise - Street/Sidewalk
40.83023096,-73.99600456,Noise - Helicopter,Noise - Vehicle,Noise - Helicopter
40.68148286,-74.06028687,Noise - Helicopter,Noise - Vehicle,Noise - Commercial
40.7641207,-73.84766077,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.50381152,-73.95644622,Noise - Residential,Noise - Residential,Noise - Street/Sidewalk
40.76825259,-74.12456917,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.55339422,-74.16907231,Noise - Residential,Noise - Vehicle,Noise - Residential
40.85089042,-73.91194308,Noise - Residential,Noise - Residential,Noise - Residential
40.83023096,-74.07017645,Noise - Residential,Noise - Commercial,Noise - Commercial
40.6153726,-74.11467959,Noise - Residential,Noise - Helicopter,Noise - Residential
40.64429584,-74.23829941,Noise - Street/Sidewalk,Noise - Residential,Noise - Residential
40.5162072,-73.97128059,Noise - Vehicle,Noise - Street/Sidewalk,Noise - Residential
40.50381152,-74.03061811,Noise - Residential,Noise - Residential,Noise - Residential
40.79304394,-74.04545249,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.57818557,-74.08995562,Noise - Vehicle,Noise - Residential,Noise - Commercial
40.87568177,-73.83282639,Noise - Residential,Noise - Commercial,Noise - Residential
40.90460501,-73.95644622,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.54926233,-73.79326805,Noise - Residential,Noise - Residential,Noise - Residential
40.83849475,-73.80810243,Noise - Commercial,Noise - Commercial,Noise - Residential
40.51207531,-73.76854409,Noise - Residential,Noise - Residential,Noise - Residential
40.87981366,-74.10973479,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.6649553,-74.15423793,Noise - Residential,Noise - Commercial,Noise - Residential
40.62776827,-74.12951397,Noise - Residential,Noise - Residential,Noise - Commercial
40.5162072,-74.04545249,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.90460501,-74.03061811,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.68974665,-74.07512124,Noise - Helicopter,Noise - Vehicle,Noise - Residential
40.77238448,-73.86249515,Noise - Vehicle,Noise - Vehicle,Noise - Commercial
40.80130772,-73.98611497,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.66082341,-73.77843367,Noise - Residential,Noise - Residential,Noise - Residential
40.77651637,-74.13940355,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.73932935,-74.11467959,Noise - Commercial,Noise - Commercial,Noise - Helicopter
40.76825259,-74.23829941,Noise - Residential,Noise - Residential,Noise - Residential
40.82196718,-73.90205349,Noise - Commercial,Noise - Residential,Noise - Street/Sidewalk
40.52447098,-73.98611497,Noise - Residential,Noise - Residential,Noise - Residential
40.80130772,-74.06028687,Noise - Commercial,Noise - Helicopter,Noise - Commercial
40.88394555,-73.84766077,Noise - Residential,Noise - Residential,Noise - Residential
40.7641207,-74.0355629,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.50381152,-74.14434834,Noise - Commercial,Noise - Commercial,Noise - Residential
40.84675853,-73.82293681,Noise - Commercial,Noise - Commercial,Noise - Residential
40.52033909,-73.78337847,Noise - Residential,Noise - Residential,Noise - Residential
40.54926233,-73.90699829,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.85089042,-74.09984521,Noise - Commercial,Noise - Commercial,Noise - Helicopter
40.87981366,-74.22346503,Noise - Commercial,Noise - Helicopter,Noise - Helicopter
40.52447098,-74.06028687,Noise - Vehicle,Noise - Vehicle,Noise - Commercial
40.89634123,-73.86249515,Noise - Residential,Noise - Residential,Noise - Residential
40.63603206,-73.97128059,Noise - Residential,Noise - Residential,Noise - Residential
40.5162072,-74.15918272,Noise - Commercial,Noise - Commercial,Noise - Residential
40.56992179,-73.82293681,Noise - Residential,Noise - Residential,Noise - Residential
40.59884503,-73.94655663,Noise - Residential,Noise - Residential,Noise - Residential
40.87568177,-74.02072852,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.63190016,-73.76854409,Noise - Residential,Noise - Residential,Noise - Residential
40.66082341,-73.89216391,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.77651637,-74.25313379,Noise - Residential,Noise - Residential,Noise - Commercial
40.74759313,-73.95644622,Noise - Commercial,Noise - Vehicle,Noise - Commercial
40.59884503,-74.02072852,Noise - Residential,Noise - Commercial,Noise - Commercial
40.71040611,-73.93172225,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.77238448,-74.05039728,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.88394555,-73.96139101,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.73519746,-73.85260557,Noise - Street/Sidewalk,Noise - Residential,Noise - Commercial
40.52033909,-73.8971087,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.49967963,-74.25313379,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.8591542,-74.11467959,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.88807745,-74.23829941,Noise - Vehicle,Noise - Helicopter,Noise - Helicopter
40.82196718,-74.08995562,Noise - Commercial,Noise - Helicopter,Noise - Commercial
40.56165801,-74.19874107,Noise - Helicopter,Noise - Residential,Noise - Residential
40.85089042,-74.21357544,Noise - Vehicle,Noise - Residential,Noise - Commercial
40.71040611,-74.00589414,Noise - Commercial,Noise - Helicopter,Noise - Helicopter
40.52447098,-74.1740171,Noise - Commercial,Noise - Commercial,Noise - Residential
40.60710881,-73.96139101,Noise - Commercial,Noise - Residential,Noise - Residential
40.88394555,-74.0355629,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.75585691,-73.76854409,Noise - Commercial,Noise - Commercial,Noise - Residential
40.54099855,-73.81304722,Noise - Residential,Noise - Residential,Noise - Residential
40.56992179,-73.93666704,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.84675853,-74.01083894,Noise - Helicopter,Noise - Street/Sidewalk,Noise - Vehicle
40.63190016,-73.88227432,Noise - Residential,Noise - Residential,Noise - Residential
40.67321908,-74.18390669,Noise - Residential,Noise - Residential,Noise - Residential
40.60710881,-74.0355629,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.63603206,-74.15918272,Noise - Residential,Noise - Residential,Noise - Residential
40.89634123,-74.05039728,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.71866989,-73.94655663,Noise - Residential,Noise - Residential,Noise - Commercial
40.56992179,-74.01083894,Noise - Residential,Noise - Residential,Noise - Residential
40.59884503,-74.13445876,Noise - Residential,Noise - Residential,Noise - Residential
40.65255962,-73.79821284,Noise - Residential,Noise - Residential,Noise - Residential
40.68148286,-73.92183267,Noise - Residential,Noise - Vehicle,Noise - Vehicle
40.66082341,-74.08006604,Noise - Vehicle,Noise - Residential,Noise - Residential
40.74346124,-73.86743994,Noise - Commercial,Noise - Vehicle,Noise - Vehicle
40.68561476,-74.19874107,Noise - Residential,Noise - Residential,Noise - Residential
40.8591542,-74.22840982,Noise - Vehicle,Noise - Residential,Noise - Commercial
40.74759313,-74.14434834,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.53273477,-74.18885148,Noise - Commercial,Noise - Commercial,Noise - Residential
40.83023096,-73.93172225,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.6153726,-73.97622539,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.71040611,-74.11962438,Noise - Commercial,Noise - Commercial,Noise - Residential
40.79304394,-73.90699829,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.57818557,-73.95150142,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.75585691,-73.88227432,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.54099855,-73.92677746,Noise - Vehicle,Noise - Commercial,Noise - Commercial
40.81783529,-73.8278816,Noise - Residential,Noise - Residential,Noise - Residential
40.60297692,-73.87238474,Noise - Residential,Noise - Residential,Noise - Residential
40.58231746,-74.22840982,Noise - Helicopter,Noise - Residential,Noise - Residential
40.62776827,-73.99105977,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.64429584,-74.1740171,Noise - Residential,Noise - Residential,Noise - Residential
40.57818557,-74.02567332,Noise - Residential,Noise - Residential,Noise - Residential
40.60710881,-74.14929314,Noise - Helicopter,Noise - Helicopter,Noise - Residential
40.90460501,-73.89216391,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.68974665,-73.93666704,Noise - Residential,Noise - Commercial,Noise - Commercial
40.54099855,-74.00094935,Noise - Residential,Noise - Residential,Noise - Residential
40.56992179,-74.12456917,Noise - Residential,Noise - Residential,Noise - Residential
40.86741799,-73.86743994,Noise - Residential,Noise - Residential,Noise - Residential
40.65255962,-73.91194308,Noise - Commercial,Noise - Residential,Noise - Residential
40.714538,-73.85755036,Noise - Commercial,Noise - Vehicle,Noise - Vehicle
40.65669151,-74.18885148,Noise - Residential,Noise - Residential,Noise - Residential
40.73932935,-73.97622539,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.68974665,-74.01083894,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.71866989,-74.13445876,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.80130772,-73.92183267,Noise - Commercial,Noise - Street/Sidewalk,Noise - Residential
40.68148286,-74.10973479,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.7641207,-73.8971087,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.72693367,-73.87238474,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.74346124,-74.05534207,Noise - Street/Sidewalk,Noise - Helicopter,Noise - Helicopter
40.76825259,-74.1740171,Noise - Vehicle,Noise - Commercial,Noise - Residential
40.55339422,-74.21852024,Noise - Helicopter,Noise - Residential,Noise - Commercial
40.83023096,-74.11962438,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.6153726,-74.16412752,Noise - Residential,Noise - Residential,Noise - Residential
40.79304394,-74.09490042,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.57818557,-74.13940355,Noise - Residential,Noise - Residential,Noise - Residential
40.87568177,-73.88227432,Noise - Commercial,Noise - Vehicle,Noise - Residential
40.54926233,-73.84271598,Noise - Commercial,Noise - Residential,Noise - Residential
40.83849475,-73.85755036,Noise - Residential,Noise - Residential,Noise - Residential
40.51207531,-73.81799202,Noise - Commercial,Noise - Residential,Noise - Residential
40.90047312,-73.80315764,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.87981366,-74.15918272,Noise - Helicopter,Noise - Commercial,Noise - Commercial
40.6649553,-74.20368586,Noise - Residential,Noise - Residential,Noise - Residential
40.57405368,-73.76359929,Noise - Residential,Noise - Residential,Noise - Residential
40.62776827,-74.17896189,Noise - Street/Sidewalk,Noise - Residential,Noise - Residential
40.5162072,-74.09490042,Noise - Commercial,Noise - Vehicle,Noise - Commercial
40.90460501,-74.08006604,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.68974665,-74.12456917,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.77238448,-73.91194308,Noise - Vehicle,Noise - Commercial,Noise - Commercial
40.86741799,-74.05534207,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.65255962,-74.09984521,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.62363638,-73.80315764,Noise - Residential,Noise - Residential,Noise - Residential
40.58644936,-73.77843367,Noise - Residential,Noise - Residential,Noise - Residential
40.73932935,-74.16412752,Noise - Residential,Noise - Commercial,Noise - Residential
40.82196718,-73.95150142,Noise - Street/Sidewalk,Noise - Residential,Noise - Street/Sidewalk
40.80130772,-74.10973479,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.83023096,-74.23335462,Noise - Vehicle,Noise - Residential,Noise - Residential
40.88394555,-73.8971087,Noise - Residential,Noise - Residential,Noise - Residential
40.7641207,-74.08501083,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.50381152,-74.19379627,Noise - Residential,Noise - Commercial,Noise - Commercial
40.84675853,-73.87238474,Noise - Residential,Noise - Vehicle,Noise - Vehicle
40.87568177,-73.99600456,Noise - Vehicle,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.73519746,-73.78832326,Noise - Residential,Noise - Vehicle,Noise - Vehicle
40.52033909,-73.83282639,Noise - Commercial,Noise - Commercial,Noise - Residential
40.54926233,-73.95644622,Noise - Residential,Noise - Residential,Noise - Commercial
40.8095715,-73.84766077,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.69801043,-73.76359929,Noise - Residential,Noise - Commercial,Noise - Residential
40.85089042,-74.14929314,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.89634123,-73.91194308,Noise - Vehicle,Noise - Residential,Noise - Vehicle
40.5162072,-74.20863065,Noise - Residential,Noise - Residential,Noise - Commercial
40.59884503,-73.99600456,Noise - Commercial,Noise - Residential,Noise - Residential
40.87568177,-74.07017645,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.54926233,-74.03061811,Noise - Residential,Noise - Residential,Noise - Residential
40.63190016,-73.81799202,Noise - Residential,Noise - Residential,Noise - Residential
40.66082341,-73.94161184,Noise - Residential,Noise - Residential,Noise - Residential
40.51207531,-74.00589414,Noise - Residential,Noise - Residential,Noise - Residential
40.59471314,-73.79326805,Noise - Residential,Noise - Residential,Noise - Residential
40.62363638,-73.91688787,Noise - Residential,Noise - Residential,Noise - Residential
40.55752612,-73.76854409,Noise - Residential,Noise - Residential,Noise - Residential
40.59884503,-74.07017645,Noise - Commercial,Noise - Commercial,Noise - Residential
40.71040611,-73.98117018,Noise - Residential,Noise - Residential,Noise - Commercial
40.77238448,-74.09984521,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.66082341,-74.01578373,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.70627421,-73.77843367,Noise - Residential,Noise - Commercial,Noise - Residential
40.73519746,-73.90205349,Noise - Residential,Noise - Commercial,Noise - Residential
40.52033909,-73.94655663,Noise - Residential,Noise - Residential,Noise - Commercial
40.82196718,-74.13940355,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.56165801,-74.24818899,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.52447098,-74.22346503,Noise - Residential,Noise - Commercial,Noise - Commercial
40.88394555,-74.08501083,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.75585691,-73.81799202,Noise - Residential,Noise - Residential,Noise - Residential
40.54099855,-73.86249515,Noise - Commercial,Noise - Commercial,Noise - Residential
40.56992179,-73.98611497,Noise - Street/Sidewalk,Noise - Residential,Noise - Residential
40.84675853,-74.06028687,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.52033909,-74.02072852,Noise - Residential,Noise - Residential,Noise - Residential
40.54926233,-74.14434834,Noise - Commercial,Noise - Commercial,Noise - Residential
40.81783529,-73.76359929,Noise - Residential,Noise - Residential,Noise - Residential
40.60297692,-73.80810243,Noise - Residential,Noise - Residential,Noise - Residential
40.63190016,-73.93172225,Noise - Residential,Noise - Residential,Noise - Commercial
40.5657899,-73.78337847,Noise - Residential,Noise - Residential,Noise - Residential
40.89634123,-74.09984521,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.63603206,-74.20863065,Noise - Street/Sidewalk,Noise - Residential,Noise - Residential
40.71866989,-73.99600456,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.56992179,-74.06028687,Noise - Commercial,Noise - Vehicle,Noise - Commercial
40.59884503,-74.18390669,Noise - Residential,Noise - Residential,Noise - Residential
40.68148286,-73.97128059,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.63190016,-74.00589414,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.66082341,-74.12951397,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.714538,-73.79326805,Noise - Residential,Noise - Residential,Noise - Vehicle
40.74346124,-73.91688787,Noise - Vehicle,Noise - Commercial,Noise - Commercial
40.67735097,-73.76854409,Noise - Commercial,Noise - Residential,Noise - Residential
40.70627421,-73.89216391,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.68561476,-74.24818899,Noise - Residential,Noise - Residential,Noise - Residential
40.74759313,-74.19379627,Noise - Vehicle,Noise - Residential,Noise - Residential
40.53273477,-74.23829941,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.82196718,-74.25313379,Noise - Residential,Noise - Residential,Noise - Residential
40.68148286,-74.04545249,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.71040611,-74.16907231,Noise - Vehicle,Noise - Commercial,Noise - Residential
40.79304394,-73.95644622,Noise - Helicopter,Noise - Helicopter,Noise - Street/Sidewalk
40.72693367,-73.80810243,Noise - Residential,Noise - Vehicle,Noise - Vehicle
40.75585691,-73.93172225,Noise - Residential,Noise - Residential,Noise - Commercial
40.54099855,-73.97622539,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Residential
40.81783529,-73.87732953,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.60297692,-73.92183267,Noise - Commercial,Noise - Commercial,Noise - Residential
40.64429584,-74.22346503,Noise - Residential,Noise - Residential,Noise - Residential
40.57818557,-74.07512124,Noise - Commercial,Noise - Vehicle,Noise - Commercial
40.60710881,-74.19874107,Noise - Residential,Noise - Residential,Noise - Residential
40.90460501,-73.94161184,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.75585691,-74.00589414,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.68974665,-73.98611497,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.54099855,-74.05039728,Noise - Commercial,Noise - Vehicle,Noise - Residential
40.56992179,-74.1740171,Noise - Residential,Noise - Residential,Noise - Residential
40.83849475,-73.79326805,Noise - Commercial,Noise - Commercial,Noise - Residential
40.86741799,-73.91688787,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.65255962,-73.96139101,Noise - Street/Sidewalk,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.63190016,-74.11962438,Noise - Residential,Noise - Residential,Noise - Commercial
40.714538,-73.90699829,Noise - Residential,Noise - Residential,Noise - Commercial
40.65669151,-74.23829941,Noise - Residential,Noise - Residential,Noise - Residential
40.71866989,-74.18390669,Noise - Vehicle,Noise - Residential,Noise - Residential
40.80130772,-73.97128059,Noise - Commercial,Noise - Vehicle,Noise - Helicopter
40.65255962,-74.0355629,Noise - Street/Sidewalk,Noise - Vehicle,Noise - Vehicle
40.68148286,-74.15918272,Noise - Vehicle,Noise - Commercial,Noise - Residential
40.7641207,-73.94655663,Noise - Residential,Noise - Residential,Noise - Residential
40.72693367,-73.92183267,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.74346124,-74.10479,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.78891205,-73.86743994,Noise - Commercial,Noise - Commercial,Noise - Vehicle
40.76825259,-74.22346503,Noise - Vehicle,Noise - Residential,Noise - Residential
40.83023096,-74.16907231,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.6153726,-74.21357544,Noise - Residential,Noise - Residential,Noise - Residential
40.7641207,-74.02072852,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.79304394,-74.14434834,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.57818557,-74.18885148,Noise - Residential,Noise - Residential,Noise - Residential
40.87568177,-73.93172225,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.75585691,-74.11962438,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.8095715,-73.78337847,Noise - Residential,Noise - Residential,Noise - Residential
40.83849475,-73.90699829,Noise - Vehicle,Noise - Vehicle,Noise - Residential
40.51207531,-73.86743994,Noise - Commercial,Noise - Commercial,Noise - Residential
40.90047312,-73.85260557,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.57405368,-73.81304722,Noise - Residential,Noise - Vehicle,Noise - Residential
40.53686666,-73.78832326,Noise - Residential,Noise - Residential,Noise - Residential
40.62776827,-74.22840982,Noise - Residential,Noise - Residential,Noise - Residential
40.5162072,-74.14434834,Noise - Commercial,Noise - Commercial,Noise - Residential
40.90460501,-74.12951397,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.68974665,-74.1740171,Noise - Vehicle,Noise - Residential,Noise - Residential
40.77238448,-73.96139101,Noise - Commercial,Noise - Commercial,Noise - Helicopter
40.86741799,-74.10479,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.65255962,-74.14929314,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.62363638,-73.85260557,Noise - Residential,Noise - Vehicle,Noise - Residential
40.714538,-74.09490042,Noise - Helicopter,Noise - Commercial,Noise - Commercial
40.58644936,-73.8278816,Noise - Residential,Noise - Residential,Noise - Residential
40.64842773,-73.77348888,Noise - Residential,Noise - Residential,Noise - Residential
40.73932935,-74.21357544,Noise - Residential,Noise - Residential,Noise - Residential
40.80130772,-74.15918272,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.7641207,-74.13445876,Noise - Commercial,Noise - Commercial,Noise - Helicopter
40.50381152,-74.2432442,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.84675853,-73.92183267,Noise - Residential,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.73519746,-73.83777119,Noise - Vehicle,Noise - Commercial,Noise - Commercial
40.52033909,-73.88227432,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.8095715,-73.8971087,Noise - Vehicle,Noise - Street/Sidewalk,Noise - Street/Sidewalk
40.69801043,-73.81304722,Noise - Vehicle,Noise - Commercial,Noise - Residential
40.51207531,-73.98117018,Noise - Residential,Noise - Residential,Noise - Residential
40.87154988,-73.84271598,Noise - Vehicle,Noise - Residential,Noise - Residential
40.85089042,-74.19874107,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.54513044,-73.80315764,Noise - Residential,Noise - Residential,Noise - Residential
40.89634123,-73.96139101,Noise - Vehicle,Noise - Vehicle,Noise - Vehicle
40.87568177,-74.11962438,Noise - Helicopter,Noise - Helicopter,Noise - Helicopter
40.90460501,-74.2432442,Noise - Commercial,Noise - Helicopter,Noise - Helicopter
40.54926233,-74.08006604,Noise - Vehicle,Noise - Vehicle,Noise - Commercial
40.83849475,-74.09490042,Noise - Residential,Noise - Commercial,Noise - Commercial
40.66082341,-73.99105977,Noise - Commercial,Noise - Commercial,Noise - Commercial
40.51207531,-74.05534207,Noise - Vehicle,Noise - Vehicle,Noise - Commercial
40.59471314,-73.84271598,Noise - Residential,Noise - Residential,Noise - Residential
40.62363638,-73.9663358,Noise - Residential,Noise - Residential,Noise - Residential
40.55752612,-73.81799202,Noise - Residential,Noise - Residential,Noise - Residential
